response,first variable has more,second variable has leftover (first is taken out),SS Model / PRE has different opportunity / variation to explain,overlapping variation,first gets overlap,sampling variation,reversed explanatory / outcome,one variable is better,coefficients change,misunderstood,did not attempt,qual vs quant,notes
"This is probably the case because chocolate and sugarpercent are their own data with different SS which will show when flipped, as it did here",0,0,0,0,0,0,0,0,0,0,0,0,they are their own data
"Well, when the explanatory variables where separate they explained only a portion f the variance. The numbers are similar and not that off from each other. For example, the SS for sugar in the first was around 400 and in the second it was 900. They are still around the same area, but ultimately both models have the same SS error and SS Total. It could also be do to the effect that which variable you consider first and how much is SS is left to compare with the other Variable.",1,1,1,0,0,0,0,0,0,0,0,0,
"The models are using different explanatory variables that measure different values and that explains why the SS for Chocolate and sugarpercent are different when having to explain winpercent. According to the model the two variables (Chocolate and sugarpercent) have no correlation, even if they do that's not what the model was asked to look for. The reason there are numbers is because they have some kind of correlation with each other when it comes to winpercent.",0,0,0,1,0,0,0,0,0,0,0,0,
"The SS for chocolate and sugarpercent are different across the models because the sum of squares are not going to be the same when the explanation, explanatory variable, for the outcome variable is different.",0,0,0,0,0,0,1,0,0,0,0,0,
"Chocolate seems to have a much higher SS value when it is applied first across the two models. I think this is because chocolate explains more of the variation in data meaning the total squared deviation is higher when you add chocolate as an explanatory variable, whilst sugarpercent is essentially altering the error accounted for by chocolate when it is used as the primary explanatory variable. SS total is dependent on the outcome variable and seeing as both explanatory variables are linked to the same outcome variable, it makes sense that this would remain unchanged across the two models.",1,1,1,0,0,0,0,0,0,0,0,0,
"It looks like, when R runs the model through anova(), it takes the first parameter you give it, and calculates its SS from the empty model. Then, R creates a new regression line based on the first parameter, and estimates the SS of the second parameter based on this complex model, rather than the empty model. Since the 'slopes' of the complex models are quite different, the order in which R calculates SS will produce the large effect you see here.",1,1,1,0,0,0,0,0,0,0,0,0,technical difference
"The SS for chocolate and for sugarpercent are quite different across these models because chocolate reduces more error in both cases. However, in one of them (top chart) chocolate reduces more error than in the other one (bottom chart). The reason why this is happening is because every sample is different due to sampling variation and there could always be fluctuations with data.",0,0,0,0,0,1,0,1,0,0,0,0,
"Because when one variable explains variation, it takes up the variation that would have been explained by the other. This is why it makes sense that the order will change the SS for each variable, but it will still add up with other SS to still equal the same value.",0,0,1,1,0,0,0,0,0,0,0,0,
"This may be different because SS model is SS total + SS error and if those values are different, then the answer is most likely going to be different as well.  SS usually is different when variation increases, sample size increases, and the spread of the distribution increases. If all of these things are happening, then we can expect to see a change in the SS.",0,0,0,0,0,0,0,0,0,0,0,0,
"I think that this may have occurred due to natural sampling variability! Although, they were the same variables, reversing the order is maybe similar to when you pick a new sample? Natural randomness is what is contributing to the differences",0,0,0,0,0,1,0,0,0,0,0,0,
"In the model with chocolate before sugarpercent SS for chocolate tells us that by adding the chocolate variable, we are reducing 7368 SS, and only after we explain that amount of variation, the sugarpercent variable will explain some more variation that chocolate has not explained. The second model is the opposite, where sugarpercent explains some variation first, and then chocolate explains a portion of the remaining variation after we take out the sugarpercent part of the model. Therefore, the two variables are not ""receiving"" the same amount of SS variation since one explanation always has to come first in the two-factor model.",1,1,1,0,0,0,0,0,0,0,0,0,
"I think this might be different because usually chocolate is a predictor of sugarpercent and more chocolate often means more sugar, but sugar percent isn't always a predictor of chocolate (could be fruity, etc.)",0,0,0,1,0,0,0,0,0,0,0,0,
"Because sugarpercent is now the explanatory variable. 
",0,0,0,0,0,0,1,0,0,0,0,0,
They are two different parameters measured in two very different ways. Chocolate is categorical while sugarpercent is continuous so their SS will be different.,0,0,0,0,0,0,0,0,0,0,0,1,
"I'm not completely sure but it may be because the explanatory variable is different in the two models. The SS model, SS error, and SS total are the same since winpercent is being explained by both chocolate and sugarpercent in both models.",0,0,0,0,0,0,0,0,0,0,0,0,different explanatory variable
When the outcome and explanatory variables are the same all three of the above are supposed to be the same because we simply ran the model twice. However the things that may be at play here are sample variation or the fact that using one or the other as the first explanatory variable lessens the impact of the second explanatory variable as some of the variation is already explained.,1,1,0,0,0,1,0,0,0,0,0,0,
